あい /アイ/
でぃてくた /ディテクタ/
でぃてくたー /ディテクター/
でぃてくてぃぶ /ディテクティブ/
でぃてくと /ディテクト/
でぃてーる /ディテール/
でぃでぃえ /ディディエ/
でぃど /ディド/
でぃどろ /ディドロ/
でぃな /ディナ/
でぃないど /ディナイド/
でぃなー /ディナー/
でぃなーしょー /ディナーショー/
でぃなーたいむ /ディナータイム/
でぃなーる /ディナール/
でぃね /ディネ;(Fr)夕食/
でぃの /ディノ/
でぃばいだー /ディバイダー/
でぃばいど /ディバイド/
でぃばいん /ディバイン/
でぃばっが /ディバッガ/
でぃばっぐ /ディバッグ/
でぃびじょん /ディビジョン/
でぃふ /ディフ/
でぃふぁれんしゃる /ディファレンシャル/
でぃふぁれんす /ディファレンス/
でぃふぁれんと /ディファレント/
でぃふぃにしょん /ディフィニション/
でぃふぇくと /ディフェクト/
でぃふぇんす /ディフェンス/
でぃふぇんだー /ディフェンダー/
でぃふぇんでぃんぐ /ディフェンディング/
でぃふぇんでぃんぐちゃんぴおん /ディフェンディングチャンピオン/
でぃふぇんど /ディフェンド/
でぃふぇんばきあ /ディフェンバキア/
でぃふぉると /ディフォルト/
でぃふゅーじょん /ディフュージョン/
でぃふゅーず /ディフューズ/
でぃぷろましー /ディプロマシー/
でぃぷろまっと /ディプロマット/
でぃぷろまてぃっく /ディプロマティック/
でぃぷろまてぃーく /ディプロマティーク;仏語/
でぃべるてぃめんと /ディベルティメント/
でぃべろっぱー /ディベロッパー/
でぃべろっぷ /ディベロップ/
でぃべろっぷめんと /ディベロップメント/
でぃべーと /ディベート/
でぃぺんでんし /ディペンデンシ/
でぃぺんど /ディペンド/
でぃぼっと /ディボット/
でぃまじお /ディマジオ;DiMaggio/
でぃまんしゅ /ディマンシュ;(Fr) 日曜日/
でぃみにっしゅ /ディミニッシュ/
でぃみぬえんど /ディミヌエンド;次第に弱く/
でぃむ /ディム/
でぃめんしょん /ディメンション/
でぃめんじょん /ディメンジョン/
でぃらいと /ディライト/
でぃらく /ディラク/
でぃらっく /ディラック/
でぃらん /ディラン/
でぃりくれ /ディリクレ/
でぃりー /ディリー/
でぃる /ディル/
でぃるく /ディルク/
でぃるど /ディルド/
でぃるどー /ディルドー/
でぃれい /ディレイ/
でぃれいど /ディレイド/
でぃれいらいん /ディレイライン/
でぃれくしょん /ディレクション/
でぃれくたー /ディレクター/
でぃれくてぃぶ /ディレクティブ/
でぃれくとり /ディレクトリ/
でぃれくとりぃ /ディレクトリィ/
でぃれくとりー /ディレクトリー/
でぃれったんと /ディレッタント/
でぃれー /ディレー/
でぃろん /ディロン/
でぃんきー /ディンキー/
でぃんぎー /ディンギー/
でぃんくす /ディンクス/
でぃんご /ディンゴ/
でぃんぶら /ディンブラ;紅茶/
でぃんぷる /ディンプル/
でぃー /ディー/
でぃーう゛ぁ /ディーヴァ;歌姫/
でぃーすかう /ディースカウ/
でぃーぜる /ディーゼル/
でぃーぜるえんじん /ディーゼルエンジン/
でぃーぜるかー /ディーゼルカー/
でぃーたー /ディーター/
でぃーと /ディート/
でぃーとりっひ /ディートリッヒ/
でぃーとりひ /ディートリヒ/
でぃーの /ディーノ/
でぃーば /ディーバ/
でぃーぷ /ディープ/
でぃーぷきす /ディープキス/
でぃーぷすろーと /ディープスロート/
でぃーぷぱーぷる /ディープパープル/
でぃーぷぶるー /ディープブルー/
でぃーぷりんく /ディープリンク/
でぃーら /ディーラ/
でぃーらー /ディーラー/
でぃーりんぐ /ディーリング/
でぃーる /ディール/
でぃーん /ディーン/
でい /デイ/
でいう゛ /デイヴ/
でいう゛ぃす /デイヴィス/
でいくりーむ /デイクリーム/
でいけあ /デイケア/
でいげーむ /デイゲーム/
でいさーびす /デイサービス/
でいさーびすせんたー /デイサービスセンター/
でいじー /デイジー/
でいじーちぇーん /デイジーチェーン/
でいず /デイズ/
でいたいむ /デイタイム/
でいと /デイト/
でいとな /デイトナ;米国・フロリダ/
でいとれ /デイトレ/
でいとれーだー /デイトレーダー/
でいとれーど /デイトレード/
でいどりーむ /デイドリーム/
でいぱっく /デイパック/
でいびす /デイビス/
でいびっど /デイビッド/
でいぶ /デイブ/
でいほーむ /デイホーム/
でいもす /デイモス/
でいもん /デイモン/
でいらいと /デイライト/
でいりー /デイリー/
でいりーすぽーつ /デイリースポーツ;www.daily.co.jp/
でいる /デイル/
でいれくとりー /デイレクトリー/
でう゛ぁいす /デヴァイス/
でう゛ぁいん /デヴァイン/
でう゛ぃっど /デヴィッド/
でう゛ぃん /デヴィン/
でう゛ぉん /デヴォン/
でおきし /デオキシ/
でおきしりぼーす /デオキシリボース/
でおどらんと /デオドラント/
でか /デカ;[SI接頭語]da,10^1/
でかだん /デカダン/
でかだんす /デカダンス/
でかめろん /デカメロン/
でかるこまにー /デカルコマニー/
でかると /デカルト/
でかろーぐ /デカローグ;十戒/
でかん /デカン;C10H22/
でかんた /デカンタ/
でかんたー /デカンター/
でかーる /デカール;decalcomania/
できしー /デキシー/
できしーらんど /デキシーランド/
できしーらんどじゃず /デキシーランドジャズ/
できすとりん /デキストリン/
できゃんた /デキャンタ/
できゃんたー /デキャンター/
できゅー /デキュー/
でくすたー /デクスター/
でくりめんと /デクリメント/
でくれっしぇんど /デクレッシェンド;次第に弱く/
でぐれーど /デグレード/
でこい /デコイ/
でこらてぃぶ /デコラティブ/
でこるて /デコルテ/
でこれいてぃぶ /デコレイティブ/
でこれーしょん /デコレーション/
でこれーしょんけーき /デコレーションケーキ;和製英語/
でこれーと /デコレート/
でこんぼりゅーしょん /デコンボリューション/
でこーだ /デコーダ/
でこーだー /デコーダー/
でこーでぃんぐ /デコーディング/
でこーど /デコード/
でこーる /デコール;(Fr)装飾/
でさいー /デサイー/
でさんと /デサント/
でざいあ /デザイア/
でざいあー /デザイアー/
でざいな /デザイナ/
でざいなー /デザイナー/
でざいなーず /デザイナーズ/
でざいなーずぶらんど /デザイナーズブランド/
でざいん /デザイン/
でざいんぱたーん /デザインパターン/
でざーと /デザート/
でざーといーぐる /デザートイーグル/
でざーとわいん /デザートワイン/
でし /デシ;[SI接頭語]d,10^-1/
でしじょん /デシジョン/
でしべる /デシベル;decibel/
でしまる /デシマル/
でじかめ /デジカメ;digital camera/
でじたいざ /デジタイザ/
でじたいざー /デジタイザー/
でじたる /デジタル/
でじたるおーでぃお /デジタルオーディオ/
でじたるおーでぃおぷれいやー /デジタルオーディオプレイヤー/
でじたるおーでぃおぷれーやー /デジタルオーディオプレーヤー;dap/
でじたるかめら /デジタルカメラ/
でじたるさうんど /デジタルサウンド/
でじたるさらうんど /デジタルサラウンド/
でじたるずーむ /デジタルズーム/
でじたるてれび /デジタルテレビ/
でじたるでぃばいど /デジタルディバイド/
でじたるでばいど /デジタルデバイド/
でじたるでーた /デジタルデータ/
でじたるはいびじょん /デジタルハイビジョン/
でじたるびでお /デジタルビデオ/
でじたるぴあの /デジタルピアノ/
でじたるぷりんと /デジタルプリント/
でじっと /デジット/
でじぱっく /デジパック;[商標]AGI/
でじゃ /デジャ/
でじゃう゛ /デジャヴ;(Fr) deja vu/
でじゃう゛ゅ /デジャヴュ/
でじゃびゅ /デジャビュ/
でじゃぶ /デジャブ/
でじゅね /デジュネ;(Fr)昼食/
でじょねっと /デジョネット/
でじれ /デジレ;仏語/
でじーる /デジール;仏語/
です /デス/
ですく /デスク/
ですくとっぷ /デスクトップ/
ですくとっぷぱそこん /デスクトップパソコン/
ですくらいと /デスクライト/
ですくわーく /デスクワーク/
ですてぃにー /デスティニー/
ですてぃねいしょん /デスティネイション/
ですてぃねーしょん /デスティネーション/
ですとらくしょん /デストラクション/
ですとらくた /デストラクタ/
ですとろい /デストロイ/
ですとろいやー /デストロイヤー/
ですのす /デスノス/
ですますく /デスマスク/
ですまっち /デスマッチ/
ですまーち /デスマーチ/
ですめたる /デスメタル/
ですもんど /デスモンド/
でずもんど /デズモンド/
でたっち /デタッチ/
でたんと /デタント/
でちゅーん /デチューン/
でっか /デッカ/
でっかー /デッカー/
でっき /デッキ/
でっきしゅーず /デッキシューズ/
でっきちぇあ /デッキチェア/
でっきぶらし /デッキブラシ/
でっく /デック/
でっくす /デックス/
でっさう /デッサウ/
でっさん /デッサン/
でっと /デット/
でっど /デッド/
でっどえんど /デッドエンド/
でっどこぴー /デッドコピー/
でっどすとっく /デッドストック/
でっどすぺーす /デッドスペース/
でっどひーと /デッドヒート/
でっどぼーる /デッドボール;和製英語(hit by pitch)/
でっどらいん /デッドライン/
でっどりふと /デッドリフト/
でっどりんく /デッドリンク;404/
でっどろっく /デッドロック/
でっら /デッラ/
でとねーしょん /デトネーション/
でとろいと /デトロイト/
でな /デナ/
でにす /デニス/
でにっしゅ /デニッシュ/
でにむ /デニム/
でにむじゃけっと /デニムジャケット/
でにむすかーと /デニムスカート/
でにむぱんつ /デニムパンツ/
でにーず /デニーズ;Denny's/
でにーる /デニール/
でねっと /デネット/
でのてーしょなる /デノテーショナル/
でのてーしょん /デノテーション/
でのみ /デノミ;denomination/
でのみねーしょん /デノミネーション/
でばいす /デバイス/
でばいすどらいば /デバイスドライバ/
でばいすどらいばー /デバイスドライバー/
でばいすまねーじゃ /デバイスマネージャ/
でばいすまねーじゃー /デバイスマネージャー/
でばいだー /デバイダー/
でばいど /デバイド/
でばいん /デバイン/
でばっが /デバッガ/
でばっがー /デバッガー/
でばっぎんぐ /デバッギング/
でばっぐ /デバッグ/
でぱーちゃー /デパーチャー/
でぱーと /デパート/
でぱーとめんと /デパートメント/
でびあす /デビアス;De Beers. www.debeers.com/
でびあん /デビアン/
でびす /デビス/
でびすかっぷ /デビスカップ/
でびっと /デビット/
でびっとかーど /デビットカード/
でびっど /デビッド/
でびっどそん /デビッドソン/
